N,P,K,temperature,humidity,ph,rainfall,label
112.58928757881304,28.080087003634542,48.52695051930491,28.941433221190206,92.41393092313933,6.167646481247765,24.85206377990865,muskmelon
104.5316370142944,72.39497975466213,46.197248845632785,29.18031004975867,80.15253823992549,6.280749380368869,89.95389874313071,banana
107.7304932458575,72.39630236829818,45.33905738648285,25.207718288253304,84.83959832646553,6.113530266803016,91.71936386780416,banana
92.33744950971017,90.83785478525817,46.11719217421578,27.940979288930475,83.24502553921496,6.09526362047978,117.35376523575887,banana
33.771156085636264,65.73293871139842,16.74397775206042,18.86170344637363,21.27735799199857,5.903803029032449,125.32092734694997,kidneybeans
21.706617242625732,44.376283919901994,23.748453221894714,24.32853274491004,56.37032053822777,6.019812450219409,59.129633489796824,mothbeans
29.30431992499778,143.3061239838108,204.7183817402308,22.42663261046218,92.17338549242223,5.805546013226803,119.98029079004846,apple
34.149227285006255,47.70767349805818,15.397479414545824,27.22984024449433,87.23060468997761,6.981352800535255,56.0376695183692,mungbean
68.31946154677706,40.036511839866385,19.735674308885134,26.200657633893716,66.51152012495649,6.649940497852128,106.79492266002245,maize
18.863661917966912,64.77658736451272,25.358019013733756,18.070984811367307,17.98661040947138,5.634705712652465,144.33926146235268,kidneybeans
116.45676464330201,36.431032037017815,24.98339001728987,27.5968155011018,58.55460236153528,6.1775852535108475,156.30458913760208,coffee
93.21947771388714,37.04095373532929,41.53120586320205,24.8035400711284,87.18111739688646,6.474970163921948,178.6973839079074,jute
17.601764696938325,9.489535634739513,40.24755033328192,19.426283968953786,88.77558784678975,5.623504954832819,106.48698492468768,pomegranate
18.19633297064257,52.15793028480724,17.065160010861657,27.85323092317926,86.4797230951342,6.3683423918880795,44.5208500211597,mungbean
11.71941443896884,66.44249766562451,22.083554388035633,25.585775644811253,63.01688720824738,6.5825126615105765,44.74863370556343,lentil
21.81931303426011,48.89274558954142,22.531853820942448,28.255694944424103,61.497844454249645,3.720455917765363,72.21038499706547,mothbeans
30.01525748894306,13.007841329579906,24.89381517222166,27.108369015972105,91.80078820275013,6.419215311208875,164.58970387395172,coconut
32.71182272436068,142.91329414534897,204.0276816015094,21.13416154385,91.5154349473937,5.816732655661347,122.52866598717253,apple
31.815704959316633,141.43757780704354,203.24683035669386,8.882887636154216,82.85947186610308,5.531266422007935,67.32087413430953,grapes
96.63523843555078,22.050305516685356,26.512998418388374,23.54700818698216,59.704064926325316,6.080624606766482,186.61874657303937,coffee
96.15894759182383,54.01003684638833,20.937444066642026,25.665010697147896,61.20691637183219,6.961229964201791,82.56010779378177,maize
82.30893282310768,22.074071456275366,54.202004563573695,25.854670517173556,82.04065971674113,6.287816533860046,54.3865627313671,watermelon
37.13773688734694,11.05027223541907,35.52937021125378,24.254326443298876,85.54653793089764,6.694049104285264,106.77832023586299,pomegranate
25.246494116901957,59.253575424384394,18.941162261065916,29.178241225656013,83.58991062911791,6.6239457740224505,44.2797034114672,mungbean
12.876608469908781,56.682644570884605,24.96348506653475,28.237532804536563,86.151590347258,6.871536329056537,50.49730969639906,mungbean
10.82402861162308,45.41663179602951,23.51414266788439,27.68186497796232,89.54504537146997,6.476854135168631,56.09241843832629,mungbean
11.231777607351873,6.549803007834573,25.09730039093035,28.684110444965345,96.63628598396593,6.084961944614076,178.40924891580605,coconut
105.00873453136752,92.79494445132893,46.53583338572491,25.04878854338865,78.83413972588666,5.766285825656575,108.08205147331236,banana
39.76940381536284,50.4805130782258,17.67766296927995,28.58534296346199,86.24084438666495,6.866082340591928,50.090185465131,mungbean
32.60242291523608,75.12515897814096,83.90394684518668,19.375254147388684,18.713445856320803,7.211771311189241,69.31901926751314,chickpea
71.88539458033004,55.49736146624656,37.408546972275786,23.16609807149734,86.34113793547998,6.493442285790077,177.25302501023003,jute
111.76509995248308,73.18088743660334,48.10124024498386,29.228611281512762,77.28513484367468,5.703444210015383,91.01214403811775,banana
60.0618362125618,58.06218185824984,51.50500734488966,42.095646484392674,92.94405380554099,6.840330025703275,164.64919601497283,papaya
66.02299353983923,68.83316564190274,47.23687978588688,23.730250974957855,93.41294243671672,6.9178881454086,87.03410029075629,papaya
9.670547533768781,5.020844300178159,42.07232824548346,20.254648961084513,91.07752281369316,6.884435272511843,108.95925250190602,pomegranate
23.827230179236203,61.42319266805726,17.94325690811642,22.658188286457403,65.58326475182646,6.239659944584086,38.91936077145647,lentil
77.01403671851031,51.481561366415505,17.373091907411663,24.92013528998313,65.60981913414501,5.708802327993534,77.21131444591991,maize
109.96720469096249,38.33629156943967,18.354274952823086,24.561233917830652,75.50143051962644,7.760102174062169,63.755788648752976,cotton
101.59132865594285,28.079820390752527,53.757767731445085,25.143705617245853,80.66908058767983,6.863768889928189,56.19125095594477,watermelon
74.29665222951584,52.93438232556577,18.69412151240455,20.682402245404788,59.89984773189341,6.862957476921575,103.15726534936083,maize
30.38672135314134,36.84412754564581,25.25406915519137,29.907790767501083,80.15229894849537,7.128077672643088,55.075808492827655,mungbean
107.57523956066368,70.67957491744336,54.11271486849316,29.468587158502228,83.50197215695455,6.093155010136751,116.46293846960013,banana
104.3139384015804,80.14011017011677,53.421425315808875,27.112835504925766,81.48170757264572,5.867275595850082,110.37166356058768,banana
38.076587992982546,68.34274972037852,54.376968085469144,29.324005627263972,91.30505080588009,6.7402689335052,202.35364612988056,papaya
8.365804693631567,15.937878647275188,6.472784109104087,12.156089647654243,90.17237926842722,7.109146708364889,107.58975265358383,orange
67.62971783223277,40.65174667151501,15.574099710682527,21.717568910466348,57.36863976731991,6.1464134527293,101.21879721467195,maize
4.964803670944256,13.170994242068268,36.57034850313716,22.277002075624008,89.58360166744967,5.6459986704571605,102.77449277111633,pomegranate
21.731340979098988,50.32186506710283,16.63217486787132,27.933201852679005,61.74304221657029,8.645470692267068,70.12866859975557,mothbeans
17.96572329897753,23.515102220233832,8.857228107673915,21.441108440627815,93.51347825834044,6.42649877334748,101.24097330982543,orange
40.37906075678651,57.844996785866016,14.659440140428218,29.4262582995884,87.31235016111131,6.977373743713759,43.62102255795486,mungbean
107.782085793816,21.639516644292936,45.83872356265911,26.055658953408788,86.33948861005679,6.1327296965918325,53.20399995179019,watermelon
33.28232451703754,46.58895439264019,45.613091919995675,29.192197672645715,93.82619059926031,6.839141452555502,208.81974190095508,papaya
98.75901106414922,28.854902165844877,55.31621512818712,29.254672702391307,91.32934054392277,6.66250859006102,27.58870983717688,muskmelon
81.08524627257341,18.083170596519423,50.02779170952064,26.79267506400003,88.4764426845319,6.434482563802072,58.93274465716623,watermelon
58.880186968614055,69.37372604143931,80.30427957704981,19.043508907875136,17.804825682955933,8.171274103968553,70.33362289208313,chickpea
53.289107105062996,60.62711110294925,77.14002705424053,18.828619128726217,15.26333056091207,6.193599824423255,76.9095239259241,chickpea
9.558800132305704,76.16736154789528,24.12875643822349,28.85000892283921,50.11872482210658,5.70464208761328,178.7757539546754,pigeonpeas
90.03427547215787,22.734654470033174,53.56586032218213,28.583258690647835,90.37914905485202,6.165241402673202,26.982292981253654,muskmelon
23.471353860657494,38.286607732734595,22.275354590273473,24.48669370158374,58.4405667535773,8.2012063082018,35.621787447013126,mothbeans
115.92025375611091,27.998846937650036,34.40294603254128,23.448997721490894,60.15554779495807,6.425212685163373,122.74116347657261,coffee
107.61785304669276,33.16337270233973,32.01032925710917,23.679977685639702,66.79301513510286,7.394835236649504,144.399171986855,coffee
40.43070555124131,121.47521993331348,198.60389705381778,26.112692032624203,81.0915613010777,6.3116610857999955,66.1632189152517,grapes
67.11366043459974,47.448082529279695,44.092906016002225,26.752498152369927,81.73972665974973,7.868858387472231,280.21223202499766,rice
9.124974888487627,75.74951446203953,26.254913473906267,28.799391735400636,50.35846225491536,5.710310475144028,178.42032963406078,pigeonpeas
16.496492228584053,56.973927945219486,20.72335931585169,19.791173938256392,20.55649000660912,5.788605513379247,61.50671691509445,kidneybeans
61.9065996867077,41.38188423920691,17.884985110302928,25.159173974844606,64.94842183086745,6.01786164759939,76.97295969301997,maize
15.40919872507839,36.19781690773859,26.863518585085792,27.84861810495211,54.00482460703884,5.631488568151012,90.90029450009446,mango
67.44197308154091,57.32438770994616,43.855603660005,26.15631161049121,80.6131252326993,5.708606229208982,182.03688756080626,rice
30.07255605047967,28.466827183206917,30.33357608223466,31.821197543245564,52.2912197798012,5.064954758863842,99.31916617118593,mango
30.768287775661417,55.57148805818019,23.179139492382642,31.43849272896132,35.521659646992234,5.671204507276752,173.85548542132224,pigeonpeas
1.8215205531499572,141.01613181736116,196.96939310188486,22.013251709784342,90.69795798335818,6.150472462603792,115.40472825085689,apple
110.69339432517093,50.01229039635377,15.47666170553629,25.249878299733243,80.42143186780687,7.868413362771978,85.14030415594131,cotton
66.43382198693608,55.275987815680416,43.72866150797193,26.165347470177256,75.35999952484565,7.270693832281433,181.66053019711583,jute
26.661177296766148,58.930693325529404,20.01152474863399,28.058203830383263,52.763600381000664,4.393407568879372,35.37868538510217,mothbeans
30.837982321241782,129.6789201086665,199.03257829237663,21.87814848202141,92.71450223428667,5.565940043219315,120.25668200581606,apple
20.086047673040333,128.78776708670927,201.3948621962766,23.332956565565205,91.55064277095671,5.604065952461581,116.38800727059213,apple
29.29776994836252,138.0526779272836,197.39451975600818,22.122345488394323,92.40051421975667,5.818747846021044,121.34571567618985,apple
66.5094204593305,55.17555213555717,44.343712220542926,26.315499775676845,75.47862022004512,7.2547447328180565,181.82186272389688,jute
35.25997262502599,42.494898790552675,20.369056635473388,28.30878238580123,84.74856771273204,7.141559248936816,53.0095063834345,mungbean
20.12137828473372,77.0215823266092,22.995549904814407,34.916756528114526,38.41903261818115,5.168573415864802,148.71937616038613,pigeonpeas
2.661594774757739,140.96869633103375,196.79367480685707,21.935671536335104,91.2068821779081,6.125825813929321,115.98738894967667,apple
19.971906215847934,72.4854418937599,15.495258250577766,35.93312071389124,55.911662123770206,7.328361155355518,135.42409947011396,pigeonpeas
90.73121465411451,6.908640310252763,51.60396598216498,25.11099289939108,83.59584734346807,6.409829488953478,56.92719118631776,watermelon
0.7707652632756384,123.92687876884085,199.1033940182639,23.818473465511147,93.58938298268956,5.665399834052878,111.89511384851943,apple
96.84706700644175,35.0868284158713,25.73232826891889,24.89872326524097,53.55076525570276,6.326836334609351,165.33228376257742,coffee
21.12399303173621,17.526227511833554,15.132466747689051,23.973050562120008,91.60021986324794,7.459605319889848,118.53728200855363,orange
55.618218506227116,50.13979181007425,52.30455931204538,33.067594069924425,92.51314959373329,6.773533660685358,88.47597826725459,papaya
65.29059678348283,59.84411384854417,42.55211005235898,21.9162682192806,82.14218788992989,5.6567292533994955,227.8274900186453,rice
5.491004448383382,77.08558345278352,25.400550643558194,20.616466423495563,24.570176712808088,5.790005946704851,68.96473648318681,kidneybeans
35.71701273228759,76.25848783655225,75.19357118791659,18.30195418254774,16.838225016007943,8.741117777832883,70.35733618043781,chickpea
80.8305242530684,49.41824301872645,19.840723853843425,17.968410020003112,60.533691831682184,5.514277994941081,104.44713628076059,maize
-0.044567979985274286,25.419135223463574,14.588358556641744,19.32050772508101,92.00269953758708,6.3569995839757905,116.84461666772576,orange
105.14820638456443,87.5808549794668,54.7728905766592,25.891852231515138,84.51230999457003,6.014409313435815,115.13408762210793,banana
116.19419346602955,51.77798403450029,19.064689572047744,22.862378717394616,75.41969500627512,6.109728698209743,66.63410188852912,cotton
39.03401118003823,138.75327436533186,201.28858363779628,41.24550328688308,81.18000878069203,5.542522362976066,68.81290347789896,grapes
26.48668891667273,56.29260563594554,19.809697057157287,19.2703914921985,20.66579922168838,5.540717706073089,94.80383785745916,kidneybeans
110.68911677144852,32.82948804819221,34.6746886996867,25.447370025998154,69.2773502482787,6.392650463116402,172.04828718509285,coffee
22.93187092579854,65.44756665121079,20.247358456997535,23.095590515994413,22.573816393794502,5.8338002117894225,107.40334257604792,kidneybeans
34.01031122564901,60.03985728859599,22.812340534295153,17.64503670046488,18.314688968772483,5.643692227840732,100.14445695538608,kidneybeans
3.2098681970190404,62.63177966487497,16.314693134395373,24.434396125218125,61.411475561695426,6.858383306043678,52.564203129956994,lentil
18.693039887678562,78.90372868414728,19.136728906886425,20.075286270775223,67.74152556381581,6.680147177244484,43.48707497324218,lentil
26.927362075441604,145.26533631312552,205.03422577237316,9.50335033015451,82.77537195037684,5.796888728885368,65.26289935472685,grapes
20.372381894378936,19.789557382252145,9.468587088490022,11.842771470785717,93.76145201647515,6.973531164528578,106.11236036820948,orange
25.87554975886975,65.36570992562248,21.953192125980195,17.813620326600883,18.82018360079356,5.9486918930456465,142.80516764367258,kidneybeans
79.9426311834722,30.1827019641414,24.379883310834117,26.30925688901239,65.88750303277385,7.486171430090293,148.37368262894742,coffee
27.0795861661101,70.92362096711906,22.09017535882981,23.488556270689166,46.85116326142499,7.098819764380579,150.66944961625106,pigeonpeas
57.27686430574797,72.9738473358102,16.471104475457892,33.444725397346694,65.5312835812575,6.856452301136121,64.0592448071487,blackgram
9.660178969649266,77.69031697405407,16.798989865565755,21.67307300187113,63.43293504390438,6.2710194914745285,37.70602539570532,lentil
64.6105919392311,60.01111709565625,22.422828385087044,25.371820981610135,72.87376580075865,6.60172101616613,108.29475802730566,maize
17.285845571781213,74.15611637091482,17.367087811015903,25.99278441620634,69.59102747901953,7.39588560271139,36.77783533164031,lentil
9.832358564981082,56.75974690229902,16.66931045060088,28.091574250312803,80.99282090305968,6.814498187612826,37.256917980429364,mungbean
81.11821626610629,18.175925746854922,50.87333859018215,26.77472211133658,88.4722740813357,6.427350278323744,58.19842941077358,watermelon
69.75703150092369,67.43113930746286,54.90342524734736,42.88177550724713,94.37597461455701,6.688628558234781,78.42223237986951,papaya
17.29627720577705,15.101012542287659,41.44204689419524,19.65665444908419,88.97979774653565,6.904610533738038,108.49797114779528,pomegranate
4.682697941057698,16.058936670418507,31.541531823736634,35.991281713152254,48.11646306534438,4.54448514911501,98.3558830599327,mango
3.918174741975682,24.53082477855751,43.851489402503205,22.290658757084927,88.23188879640615,7.195771077458865,110.11515583627326,pomegranate
11.964133915473115,60.58105160196949,19.924750845846464,19.34790616430319,24.58991121035922,5.650733072797596,68.15370183136199,kidneybeans
24.736517191506387,29.97284306617168,10.878895721464641,32.35160742504416,94.22764621623418,6.604808943079064,112.68267892312679,orange
7.067158520014092,60.36722275761477,25.38656311258069,28.267268393984367,82.69857067737729,6.40176787599523,55.18969534414987,mungbean
63.585479983980605,57.45565584738979,47.277346537845546,26.806283334976793,90.70385481348431,6.865481932592478,144.73170968989186,papaya
83.24002235691763,38.25188982206075,43.52865959578863,26.570591222749965,74.03274111104899,7.271631163739456,159.08958198674057,jute
40.11847856227371,5.461004544941818,29.17288780735895,28.420475286397565,97.73399230720155,5.815055772322609,159.49729615866644,coconut
58.91507375370811,54.89043863138534,78.5991661360085,20.26588690320179,17.159575028263987,8.78251372830893,82.57006265892498,chickpea
20.354367182860003,40.332207049296485,15.22856796115182,29.56221646307078,87.76118524313668,7.209432923113989,45.46111300138634,mungbean
81.22769642646367,52.68699735168996,41.75097719614394,23.686589059486995,80.962901252835,5.171000774937769,233.72164601598098,rice
90.98883233483456,83.66048140333453,52.283376047033244,29.12685090256742,78.68207262674838,6.386335609096028,118.04679199516163,banana
109.07730306894027,20.98327292248901,55.33304127959212,24.958218137285762,89.41681375249063,6.764940714845934,57.707508830867184,watermelon
39.02592751401801,8.439962080689007,41.28528921923786,24.360335099621114,85.55778459848813,5.784013694661635,106.67320733962588,pomegranate
33.870004974489504,6.115671999908653,30.020314225712273,27.038691278605704,96.92458575746389,5.953908132857958,172.0000961132262,coconut
41.880685373033465,67.41716956967261,76.9727221471359,18.908605645005498,15.613337311954176,7.1254000789831204,79.42234254461374,chickpea
94.8681918336731,87.66340868261244,51.95599721837405,27.978680139454305,78.86526984026347,6.231850940555245,94.23923520839318,banana
69.11753434674235,59.83688965711977,53.837652007992894,36.40130731054061,93.33164816011501,6.990364793280721,141.71564908097574,papaya
81.81800125875345,34.65814416645636,43.97869132179447,27.04002146702447,78.161465171197,6.250279270837595,169.64699851232143,jute
35.31791745674352,66.24753326826055,81.10484375076561,19.35488953746943,16.031367266096098,6.1430882211125954,84.81430199177382,chickpea
105.753333268465,49.29424540391277,24.330233830225264,23.016862708172773,76.84585465561167,6.985224477395673,91.13351176135689,cotton
1.884422497169027,71.80968375882546,17.88977075909684,26.556877832062696,61.30438890200809,7.8336999625766035,51.061712895464765,lentil
37.1105429525873,72.71489239447288,20.73535306975883,29.549619984216335,63.526632266550244,5.557175501571057,188.9015702756073,pigeonpeas
110.77184434929029,31.88752960658013,34.84865044450475,25.424617280787547,69.56337802505153,6.392198313608676,171.89231115052627,coffee
39.83440891995009,30.057789337026424,34.497121023542796,20.968526869177076,90.69783395696363,6.269006316324066,103.82494371601553,pomegranate
28.427487048211326,135.84298644112752,199.74874647307377,23.10881587939053,92.38465920233804,6.24121891929671,114.94558945593806,apple
32.317454579480994,20.164280943702394,34.46104174721003,26.576120543861002,98.3215975289362,5.580337151026544,143.33663267980666,coconut
36.228802903349234,65.02415947562882,79.82085244498879,18.324011501179715,16.775780179608144,6.048087015326146,74.53182135169332,chickpea
89.72655764888084,86.6187985976903,52.537090592750396,25.87233339554021,81.61530608931793,5.802102207081552,119.62252623678748,banana
84.67630902583554,88.70452611371401,51.208648185954075,29.23618240028798,84.7981669689841,6.1553930312476375,107.9210812897174,banana
5.6616662484114855,143.83118737928297,198.62967403383584,21.215079150554548,90.24690027854973,5.56591734128351,103.82325676962493,apple
70.01385674788524,65.33290507108674,52.36730200047459,30.383864651819774,93.0880143458904,6.586761795774478,75.65520188538149,papaya
6.207174277449393,17.93896062110494,36.40540628589406,19.59872748154476,90.36080993037463,5.938761339934527,108.79952442041804,pomegranate
91.60061264569995,75.07271334452143,46.58472471785225,29.12346484328112,78.56175936285413,5.682189642480367,90.59110979062652,banana
95.44647911015916,82.28601049066992,48.30527039683757,27.458380179552467,83.70173901097039,5.716536271243601,92.16435175620796,banana
19.62911434859797,7.482898180237722,45.302703286280604,18.93269530196567,89.34137446376832,6.076862334464056,111.02249677407433,pomegranate
110.40777035659673,20.694369656749167,54.23322482385367,26.787853042276325,87.74196127906046,6.755077866186059,47.69204648462179,watermelon
42.825673307977475,61.278842353103094,20.456550293278582,26.89086508410486,61.71788983636514,6.807929598368866,64.1332024603047,blackgram
23.336189021907234,69.84949510934891,20.335613149487855,19.108314323032772,44.94397828488447,5.530388371624299,132.42259084993378,pigeonpeas
94.78227158373001,75.03986194791585,45.42373234850778,29.01222195860868,83.01624800302446,5.827918771769883,108.6671255462421,banana
72.02879164704105,60.16411738229418,25.830478433791622,18.549041992474823,69.1702919577487,5.779834991553268,88.49886759652595,maize
28.147071872041053,67.23284319342194,21.13050856229008,21.849383411612298,63.786204137764194,6.255339207499586,46.523105385216844,lentil
56.878891722163715,73.18254638581212,84.41371514173579,18.537615220362543,14.929569553732243,7.36114611907237,91.397122976249,chickpea
17.19155869939089,59.86260095879579,17.522293979153524,18.531365932175422,23.55947875040389,5.699640470581429,132.19597916899326,kidneybeans
110.98704997961863,28.07575553441894,25.9480158532109,27.880272490302215,64.30766709837211,6.935732944213176,192.83685145573543,coffee
30.435748208199474,78.79334168265353,74.52573515893863,18.819139447647892,16.0276279666478,8.208914203795745,90.12623823342747,chickpea
75.02061174387788,56.50523782609488,43.88708858607154,25.168312053670427,73.29214315467514,6.1094084657070304,167.72341205912227,jute
90.96807947887497,25.2160334992735,25.946419424626047,24.52270825678686,66.91610957215737,7.487812255664873,179.61467502645408,coffee
82.7636751639936,93.69302774202906,46.95541843478183,27.340791463966752,81.50102730726113,6.469632837898361,112.27064940995054,banana
16.650876601803482,28.7393723439713,25.804378878487828,26.16615218937183,93.2984693089071,6.059831705148663,195.98859655060497,coconut
22.36697208368761,78.90965638606353,17.523883936652652,21.43870842178257,20.081440105355302,5.918362732628499,116.50388654596661,kidneybeans
69.07009465935516,64.45499918627898,46.93671341353277,40.189221361311006,94.42491567792415,6.993254088345435,186.0544678633766,papaya
34.22304477983,60.205358692858304,21.687536518850756,17.573494561697522,18.020552917873925,5.631075221909694,100.62195200862519,kidneybeans
111.27616490093253,26.468613046442798,31.03988089416811,23.588446798891255,55.21896196221682,6.034939619098333,191.94518932409022,coffee
17.34035536773269,23.165164827627596,43.6179504793359,23.69140319427338,89.84371970687872,6.199159678173855,106.10656460671423,pomegranate
34.01804238256713,139.6490525125541,198.05041316862318,21.681123912105416,93.5674807905303,5.7451065696238945,114.01304908812466,apple
3.9642603725393757,19.566103557288663,40.732902822525425,24.250816653567085,93.40750064476273,6.5243823413544915,105.39749532400198,pomegranate
49.35898124769666,61.290811357609904,44.315617320980046,32.728761231136865,94.62535657983122,6.75597481559923,241.1575047030023,papaya
83.06206259324145,93.7879811986725,46.77461266164243,27.421600073795567,81.00271551344026,6.4688181217422915,111.8601157128867,banana
6.58532274915217,20.87870575029901,34.968319260064426,25.795608230907217,94.92889850290727,5.765570765611204,131.64788445383027,coconut
31.435902985726205,29.32350232767077,36.08705031483625,27.156858191169867,92.11978938371435,6.14124804978543,141.0882993247628,coconut
36.04820854652899,55.731635406774316,20.009976528563215,25.37640873734774,49.891827667912544,7.418423001387781,32.00896473274069,mothbeans
118.30948639845695,29.795587485438052,28.02599231201923,26.3330841594076,64.76628488650084,6.4900852249248455,164.14722560850882,coffee
82.62467465334713,9.92995291357741,52.76685063199248,24.949819755122668,85.16244982235675,6.199460325297386,49.14922807187724,watermelon
68.44768316196723,56.615775768692174,35.33450617259637,24.31834254703893,78.72512993848342,6.171008662733876,185.4013775055547,jute
86.58991514069133,47.773372249170095,25.708582462706264,18.55415303320379,61.53984730449452,6.6548051981146,92.89829845209569,maize
26.96709199475939,73.9614525649063,19.81332382685702,24.734516999045308,59.65038963497711,5.864041915031235,92.41106788216847,pigeonpeas
91.02213067405975,54.61621612083923,15.203808310984158,18.155998640081837,72.83243716720084,6.390020195772453,78.58232427436363,maize
13.144872405399394,74.2960611585415,25.299027144103874,24.073993398639352,60.76031975515502,6.467529768775845,43.65318027719405,lentil
94.20517462750723,53.22898556536883,39.76447024087516,20.29562538222765,83.25627880591908,5.712207219496362,242.6395045687883,rice
67.75242959200185,40.761972513241254,40.00149815839217,25.985691192181914,87.8871354037735,7.336571635314928,152.59815324443704,jute
31.851561920064782,70.42552659509766,19.20380371872939,20.945287607401596,46.30068358201682,6.22032493765647,195.3271671529421,pigeonpeas
102.20129631379919,72.54681890615467,50.93887292045877,26.073802988928424,81.76517388437037,6.107157770951962,104.43042835509743,banana
50.931426817213705,71.96491136697992,75.05312423291863,18.91122492311065,14.86358499881992,7.104354120313508,80.85640481638465,chickpea
10.569727546114168,71.60209532865261,21.371220631582503,29.334914381364737,44.335103009996004,6.846209080096396,172.61505243440408,pigeonpeas
110.41809362240484,21.795114168948082,47.80066583552224,29.087672644124847,92.05557720740306,6.221835043124447,24.793604842576034,muskmelon
44.23202389300219,64.4690465965678,54.38364935704883,29.852678847408775,91.03312134640625,6.742387666627447,232.55963010548788,papaya
12.272133181907186,27.180117012703164,25.771024975897625,29.118875362493405,45.63979871867653,5.3192540013983916,96.59172400224243,mango
94.18193465797779,5.464061845852779,55.66274616972608,28.5599914497954,92.06579555004976,6.088826757043486,26.880304947276105,muskmelon
123.32054164813714,38.78056126773343,25.113596226679917,24.920191219933066,78.17749689277476,7.454212560601206,86.71167834614712,cotton
7.934381790738686,139.4668812154784,199.23380393605888,29.38229278790354,81.28691571241237,6.334623759612577,66.72468113684806,grapes
108.6156318575665,23.29154289589988,51.57993002099272,26.808190427838582,83.83719368910927,6.113064368563959,39.80087687997516,watermelon
40.451605374401616,21.401491885320933,5.793495380609324,24.506729430017174,91.98167984125465,6.484585650971779,115.80096835354257,orange
23.079313276254403,74.93498510338908,25.14128388019355,31.096172944695084,47.32995984935156,7.0629805376968875,91.41276894782312,pigeonpeas
35.86671010136929,65.88565764965217,14.823875388809006,29.98240131207938,69.30022566966362,6.656779469287658,67.16714170882116,blackgram
29.84602168064379,41.10662646490886,15.37242589122499,24.748979540997777,44.094380021816015,5.87901067377097,52.28925946099724,mothbeans
8.586778864448876,24.78959266994212,40.016201809338455,24.843114773953715,92.16154245812864,5.978193239196314,109.25364655123786,pomegranate
34.03719429839087,6.067438614844088,29.66327693488074,27.0196247870752,97.0608042060712,5.932092101996353,171.57142519168514,coconut
24.344034120669754,66.18776928678567,21.951641486935188,20.16074718093893,23.229860815360983,5.622924831916382,104.65254561171722,kidneybeans
94.52735633139018,51.8096708008551,36.22628587922986,26.300570146614735,84.03937788668787,5.554079772776005,286.86833377054853,rice
68.09978144270644,39.89435813719589,19.43919773968759,26.072527949017875,66.60712363942848,6.652110364769771,107.20045912013398,maize
40.330433436505665,120.73022811466765,199.14028004947536,26.16865353736959,81.03188393687411,6.3176605249920685,65.52806898447203,grapes
36.35275054245911,23.158363310427816,11.819359557376375,31.545529062221757,90.76668189583002,6.388071277011745,113.18697778864767,orange
7.61080556325446,16.73738009657528,25.92885525350347,34.91521963643816,48.95750636765742,6.417322556824047,91.43426902187211,mango
59.7632522574565,44.03936794849474,23.129721081717655,24.792062299905137,70.24429287377032,5.732318021123128,77.26492842370992,maize
0.5458409453312589,47.82226536277315,23.70531449864429,29.419914216245477,85.43436183836333,6.243576931778788,59.148152040742595,mungbean
13.590367082520663,27.85929149708695,32.79994279646433,28.20264825583808,95.55286482447936,5.687507293658749,150.84609386525273,coconut
84.57125430405708,6.960858375102293,50.981426251973765,26.771907809696774,87.75161170978522,6.404022138993375,55.322442116102444,watermelon
90.64385222470992,91.78237045459902,54.98166374522092,26.987500619560212,80.31476867810106,6.135631017215551,97.47921928250585,banana
2.1048782178878573,38.23284642542329,18.642793125295814,27.531093459855917,89.79599813469598,6.624295684814334,45.73682589611699,mungbean
38.812763542909615,52.82510792289339,53.66997520262886,32.51732208665791,94.7313184663126,6.7028940579716965,50.830088927001896,papaya
36.99291497408888,137.11881697758736,198.9309937812402,22.609513905174815,90.05855145226266,5.709047763363206,108.48964961382073,apple
138.35948406353148,34.61349883150541,15.363322518305345,25.194911323386634,83.03112999594498,5.886125962781289,86.58373706857664,cotton
20.386729458619303,7.235650309744628,9.645786180267613,29.437762871398615,91.27663670583419,7.130627451055654,110.98732513001761,orange
57.84349750454449,63.17299461599397,80.04192618701721,19.695449375154375,14.610941365899295,6.525658098315086,79.56469053786431,chickpea
24.741764765913455,69.8669377240501,21.771906830933066,19.126719990378696,45.500358602648724,5.514140773338966,131.76747060892734,pigeonpeas
8.6735647294982,57.553692926006136,24.22259005460902,29.913708949129127,89.81943634592808,7.162204300928643,42.338659395537455,mungbean
91.19270853765364,20.676221737512574,48.10566193774916,25.717634958477788,81.7756624325079,6.376950291957712,54.617953447582266,watermelon
33.30603026377909,121.15848419589857,202.27150299828006,22.381831261628466,94.68779636827864,5.606171820464501,114.79336789050332,apple
53.61891053829317,61.53834626293145,76.99696673766061,18.799445300936448,15.404635903242193,6.197499372241341,77.52955771244322,chickpea
101.06732826326814,10.8626821327781,50.51585673202083,25.500158018103974,84.53311859219116,6.7887964071070135,43.33299852338853,watermelon
88.45149347462771,24.848065307412277,49.01420251325605,27.139340647475848,91.18180155209834,6.368858911704269,25.01839624735041,muskmelon
83.97100993532345,21.049416740842553,54.97228021163014,28.44139063625624,94.13652227136201,6.494952248572993,20.670970329508002,muskmelon
18.770215853417103,120.06731871781906,194.6258692539677,18.788557209553474,81.34547311053632,5.922764237648456,74.11530996568231,grapes
14.170103162904685,29.15118463713801,32.0325648768549,35.67318068391311,48.87789163279956,6.946903573743133,97.25333162892355,mango
112.9751334554721,6.579214283017149,52.51997677983002,27.69895101621554,90.16735245844268,6.753417208730484,25.595328215640222,muskmelon
